gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_Nephron_epithelium	celltype_Endothelium	celltype_Podocytes	celltype_Distal_tubules_and_collecting_duct	celltype_Proximal_tubular_cells	celltype_Loop_of_Henle	celltype_Private	celltype_Neutrophil	celltype_MNP	celltype_Mesangial_cells	celltype_NKT cell	celltype_Mast cell	celltype_Th cell	celltype_NK cell	celltype_CD8 T cell	celltype_B cell	celltype_DC
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC069F95780	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EC572716	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC091173D82	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC09C06C70F	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.203	2.031	0.273	0.137	0.206	0.12	0.238	0.0	0.027	1.806	0.103	0.0	0.28	0.072	1.456	0.021	0.058
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC08B6B74FB	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC0BAB29E69	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC04FDBA606	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC08067D831	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC0200AC9E3	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-SC0974B60B7	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC08B6B74FB	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC0BAB29E69	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC04FDBA606	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC08067D831	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC0200AC9E3	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-SC0974B60B7	0.004	0.001	0.001	0.011	0.002	0.015	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC090855C8E	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0B9199C7F	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0EC380922	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0530C27A8	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0755598EE	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC044E3F9B6	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0988E0218	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0E2D0DC4B	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC00756BB93	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0E1037D03	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC05A209BEC	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC02E74AFA5	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0A58E6695	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC06525B099	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC095A2C115	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	aVb3 complex	CPI-SC0EFCE145F	0.019	0.001	0.036	0.049	0.019	0.041	0.0	0.0	0.001	0.047	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05D87F723	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC036D78A43	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC054484F7B	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC07222A428	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0814068D9	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08F797F90	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC035134F18	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0FC645961	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC058845C44	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC039D075C6	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC052A417CB	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC03C093767	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC061137A41	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC09DE07794	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0AD6D8724	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC040C26CBD	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC06873D10F	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA2	P17301	True	ITA2_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.057	0.049	0.1	0.359	0.047	0.232	0.015	0.0	0.016	0.22	0.024	0.0	0.032	0.032	0.079	0.0	0.0
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGA3	P26006	True	ITA3_HUMAN	a3b1 complex	CPI-SC09938698A	0.151	0.488	1.057	0.186	0.075	0.229	0.08	0.0	0.042	0.455	0.066	0.062	0.085	0.05	0.055	0.034	0.028
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC06364D669	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC01833C7FC	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.074	0.028	0.018	0.029	0.029	0.015	0.493	0.0	0.575	0.139	1.424	0.12	0.788	1.395	1.134	0.405	0.416
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC0B4D7E0FF	0.074	0.026	0.012	0.029	0.029	0.015	0.493	0.0	0.083	0.028	0.81	0.058	0.499	0.837	0.86	0.337	0.199
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC08E97F7CA	0.074	0.026	0.012	0.029	0.029	0.015	0.493	0.0	0.083	0.028	0.81	0.058	0.499	0.837	0.86	0.337	0.199
ITGA4	P13612	True	ITA4_HUMAN	a4b7 complex	CPI-SC098B43B5A	0.074	0.026	0.012	0.029	0.029	0.015	0.493	0.0	0.083	0.028	0.81	0.058	0.499	0.837	0.86	0.337	0.199
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC0B4D7E0FF	0.074	0.026	0.012	0.029	0.029	0.015	0.493	0.0	0.083	0.028	0.81	0.058	0.499	0.837	0.86	0.337	0.199
ITGB7	P26010	True	ITB7_HUMAN	a4b7 complex	CPI-SC08E97F7CA	0.074	0.026	0.012	0.029	0.029	0.015	0.493	0.0	0.083	0.028	0.81	0.058	0.499	0.837	0.86	0.337	0.199
